outlet_name,postal_code,outlet_type,planning_area,region,neighborhood_type,pa_population,n_outlets_at_postal,shared_postal,latitude,longitude,res_area_500m,com_area_500m,mixed_area_500m,inst_area_500m,open_area_500m,hdb_blocks_500m,rc_ratio_500m,res_area_1000m,com_area_1000m,mixed_area_1000m,inst_area_1000m,open_area_1000m,hdb_blocks_1000m,rc_ratio_1000m,res_area_1500m,com_area_1500m,mixed_area_1500m,inst_area_1500m,open_area_1500m,hdb_blocks_1500m,rc_ratio_1500m,open_hours_daily,g1_wins_hist,g2_wins_hist,combined_wins_hist,first_draw,last_draw,draws_i,hdb_proxy,com_area_proxy,volume_proxy,is_closed,exposure,p_share,expected_wins,win_rate_per_draw,win_share,std_residual,exposure_hdb,expected_wins_hdb,std_residual_hdb
NTUC FairPrice VivoCity,098585,Authorised Retailer (FairPrice),BUKIT MERAH,CENTRAL REGION,mixed,151250,2,1,1.26431382492761,103.82207343835,6973,209384,1338,12922,13065,0,0.0351,188344,209894,14323,12922,759725,17,0.4739,953835,382474,14323,248358,1620177,50,0.7115,11.0,1,12,13,3529,4167,654,17.0,209894.0,129.32583688133445,0,84579.09732039273,0.00032804449619755244,6.050452687867657,0.019877675840978593,0.0007048362611147257,2.8252870658561875,11118.0,1.5751386478078908,9.103146762746423
NTUC FairPrice White Sands,518457,Authorised Retailer (FairPrice),PASIR RIS,EAST REGION,residential,147110,1,0,1.37244981663527,103.949715694737,324746,11525,0,0,20806,71,0.9657,1407635,11525,33122,122565,531475,246,0.9807,2818382,27786,101624,401704,1290713,660,0.9733,11.0,20,61,81,1406,4152,2777,246.0,11525.0,252.16766210590765,0,700269.5976681055,0.002716032620912225,50.09450566010508,0.0291681670867843,0.00439167208848406,4.366572214958712,683142.0,96.78389693656935,-1.6044001137992456
NTUC FairPrice Wisteria Mall,768698,Authorised Retailer (FairPrice),YISHUN,NORTH REGION,residential,221610,1,0,1.41795288501536,103.841268831617,453114,0,10071,106072,57531,115,0.9891,1432304,4918,107446,219794,283672,287,0.962,2236970,19812,186878,438106,537264,463,0.9537,12.0,1,13,14,3630,4175,553,287.0,4918.0,289.6318926018962,0,160166.4366088486,0.0006212139839477656,11.457670719932588,0.02531645569620253,0.0007590544350466276,0.7510755608876425,158711.0,22.48532379314968,-1.789447026439723
NTUC FairPrice Woodlands Civic Centre,730900,Authorised Retailer (FairPrice),WOODLANDS,NORTH REGION,residential,255130,1,0,1.43505698925938,103.787004308703,440315,73322,0,87174,19219,52,0.8572,1558431,182377,52147,254997,239767,302,0.8837,3006121,483620,80148,736427,491498,598,0.8533,11.0,8,53,61,2137,4179,2046,302.0,182377.0,399.59997500122506,0,817581.5488525064,0.0031710332196826256,58.486536703826346,0.029814271749755622,0.0033073086098460206,0.32865829282235776,617892.0,87.53962667487977,-2.8365632006117325
NTUC FairPrice Xpress Macpherson Road,348501,Authorised Retailer (FairPrice),TOA PAYOH,CENTRAL REGION,mixed,121850,1,0,1.32869206523005,103.872188869956,228234,249539,0,52165,219,0,0.4777,1169931,685558,44340,282613,77686,120,0.6275,2630358,1000580,70513,798606,279296,280,0.7202,12.0,8,46,54,2176,4152,2007,120.0,685558.0,486.8798349676212,0,977167.8287800158,0.003789997035299502,69.90270531906401,0.026905829596412557,0.0029277813923227064,-1.9020591548033376,240840.0,34.120920303836336,3.4031877292140025
NTUC FairPrice Yew Tee Point,689578,Authorised Retailer (FairPrice),CHOA CHU KANG,WEST REGION,residential,192070,1,0,1.39696992267974,103.746443198224,462636,7270,8500,61204,66431,105,0.9759,1120442,113333,8500,153959,236065,246,0.9053,1377809,819189,8500,161088,410353,271,0.6266,12.0,13,66,79,1383,4160,2800,246.0,113333.0,306.65072880250165,0,858622.0406470046,0.0033302109347559676,61.422410480639066,0.028214285714285713,0.004283235740620256,2.2428275924371213,688800.0,97.58549204983586,-1.88140128088916
NTUC FairPrice Yishun MRT Station,769093,Authorised Retailer (FairPrice),YISHUN,NORTH REGION,residential,221610,1,0,1.42944308477331,103.835005047246,353806,14894,79431,56657,61080,88,0.8781,1348952,16937,172486,324985,225175,322,0.9329,2942168,489309,279932,511800,461219,592,0.8304,11.0,18,85,103,1468,4169,2715,322.0,16937.0,331.063921309133,0,898838.546354296,0.0034861927762693495,64.29933956551189,0.03793738489871087,0.005584471914985904,4.826308961500506,874230.0,123.8562205498374,-1.8740306908759503
NTUC FairPrice Yishun Ring Road,760849,Authorised Retailer (FairPrice),YISHUN,NORTH REGION,residential,221610,1,0,1.4169831658118,103.835218177871,491485,0,46251,83114,83410,110,0.957,1905053,0,56322,278875,274872,251,0.9856,2646905,19812,135753,375692,568533,389,0.9687,11.0,12,61,73,1973,4167,2210,251.0,0.0,251.0,0,554710.0,0.002151472033290073,39.68175018200211,0.0330316742081448,0.003957926697028844,5.289160803583182,554710.0,78.58833956876371,-0.6303818945658376
NTUC FairPrice Yung Kuang Road,610063,,JURONG WEST,WEST REGION,mixed,262730,1,0,1.33221936370928,103.722686866956,418312,70840,28317,58876,15641,69,0.8357,831091,745598,58253,114960,709265,132,0.5261,1049719,2288521,58253,169303,1139789,140,0.3176,0.0,14,38,52,1353,3861,2830,132.0,745598.0,531.0105449753171,1,1502759.8422801474,0.005828533420016113,107.5014703987772,0.018374558303886925,0.0028193450444589027,-5.353000534554292,373560.0,52.923978528073,-0.12700933340315265
NTUC FairPrice Zhongshan Mall,329984,Authorised Retailer (FairPrice),NOVENA,CENTRAL REGION,residential,49330,1,0,1.32702991607724,103.846490871841,262004,21987,60729,130835,70139,13,0.8481,1344957,234117,149301,389488,180198,99,0.8214,3347094,349238,149318,732140,390956,366,0.8898,11.0,1,5,6,3950,4170,233,99.0,234117.0,224.28889798254062,0,52259.31322993196,0.00020269050655864242,3.7384237029676006,0.02575107296137339,0.00032530904359141186,1.16967978150644,23067.0,3.268008921477299,1.511254684483539
NTUC Foodfare - Seletar Mall,797653,Authorised Retailer (FairPrice),SENGKANG,NORTH-EAST REGION,residential,249370,2,1,1.39130622992517,103.876085067727,435952,9253,0,76410,37766,127,0.9792,1537848,117340,41450,169108,119444,246,0.9186,2734140,477904,79749,488617,471670,375,0.8427,0.0,1,1,2,3285,3298,898,246.0,117340.0,308.7950951416228,1,277297.9954371773,0.001075514921437301,19.83679721098958,0.0022271714922048997,0.00010843634786380394,-4.004802450311652,220908.0,31.297061378840215,-5.236875872625849
Nalayanee Trading Enterprise,534839,Authorised Retailer,GEYLANG,CENTRAL REGION,commercial,110110,1,0,1.33843759646141,103.886437101573,45054,405445,0,12232,3431,0,0.1,528562,1063681,10093,388559,54217,59,0.333,1927045,2130760,12737,732841,206309,184,0.475,10.5,14,33,47,1216,4156,2967,59.0,1063681.0,628.2342730129242,0,1863971.088029346,0.00722951031486075,133.34108824729168,0.015840916750926862,0.0025482541747993926,-7.477140142247265,175053.0,24.800570760452842,4.457701368286312
Nan Huat Wine Store,570513,Authorised Retailer,BISHAN,CENTRAL REGION,residential,87320,1,0,1.34946633905282,103.849467349041,445950,107064,0,147620,14644,74,0.8064,1164150,284256,22747,361620,165444,191,0.799,2756071,537965,57191,873313,591594,388,0.8309,11.0,19,74,93,1261,4160,2922,191.0,284256.0,343.1210377073218,0,1002599.6721807943,0.0038886357831709796,71.72199838480554,0.03182751540041068,0.0050422901756668834,2.512491763013527,558102.0,79.06889994773155,1.5666881659259866
Nel's Store,470741,Authorised Retailer,BEDOK,EAST REGION,residential,276990,1,0,1.33773088769346,103.922272109998,237275,0,33122,27609,27356,40,0.9388,1103384,207481,77684,137326,676400,115,0.8226,2049745,574407,175748,639630,742464,272,0.7635,11.0,16,36,52,1264,4177,2919,115.0,207481.0,226.03450771330364,0,659794.7280151333,0.0025590487011894316,47.19909424473788,0.017814319972593355,0.0028193450444589027,0.6988055544401471,335685.0,47.55805153709226,0.6441121461507762
Ng Nam Thye Trading - Ang Mo Kio Avenue 3,569922,Authorised Retailer,ANG MO KIO,NORTH-EAST REGION,residential,162280,2,1,1.36929729654979,103.84715944541,366103,19300,108154,8873,17265,91,0.8513,1592959,19300,228174,155461,559198,270,0.9275,3299366,204060,380365,979822,924221,527,0.8985,12.0,4,28,32,3245,4169,938,270.0,19300.0,280.32849272399284,0,262948.1261751053,0.0010198581955828602,18.810264559330275,0.03411513859275053,0.001734981565820863,3.04115553970997,253260.0,35.88051933295794,-0.647829158133794
Ng Nam Thye Trading - Taman Jurong,610399,Authorised Retailer,JURONG WEST,WEST REGION,mixed,262730,2,1,1.3350420286067,103.72026802061,468899,167353,28317,48093,18555,82,0.7269,870348,744276,28317,121576,583531,132,0.5384,1532275,2154556,90897,262794,1196015,204,0.4176,11.0,6,27,33,3112,4105,1071,132.0,744276.0,530.3030699814767,1,567954.5879501615,0.0022028418671982833,40.62921539860514,0.03081232492997199,0.0017891997397527651,-1.196907694339407,141372.0,20.028827209740705,2.898354376085701
Ng Teo Guan Self Service,400301,Authorised Retailer,GEYLANG,CENTRAL REGION,mixed,110110,1,0,1.33068802490987,103.901953040703,325812,228605,0,49938,14570,62,0.5877,919001,1221914,0,126304,43229,149,0.4293,2143071,2159462,38230,297593,100037,263,0.4981,12.0,33,126,159,1198,4160,2985,149.0,1221914.0,802.9134641629532,0,2396696.6905264156,0.009295714701278967,171.45016195038926,0.053266331658291456,0.008620689655172414,-0.9508369513114595,444765.0,63.01192127111679,12.092217167306762
OCN (Singapore) Pte Ltd,120501,Authorised Retailer,CLEMENTI,WEST REGION,mixed,91990,1,0,1.31129566365301,103.758864434999,289211,112937,34305,61494,28387,19,0.7019,1116809,679159,91842,148690,162111,93,0.6159,2502060,1248154,178865,351134,251199,243,0.6596,11.0,15,55,70,1218,4156,2965,93.0,679159.0,456.45537771680097,0,1353390.1949303148,0.005249195353466807,96.81615909934179,0.023608768971332208,0.003795272175233138,-2.725352290522861,275745.0,39.06607361394017,4.949201839277503
Ong Eng Siang Trading,160071,Authorised Retailer,SINGAPORE RIVER,CENTRAL REGION,residential,3260,1,0,1.28424655193409,103.83250362707,366823,57154,3790,60515,12319,107,0.862,1329976,257491,49480,425819,116926,249,0.8276,2739055,694769,238244,711512,357413,377,0.7784,11.0,8,36,44,1403,4100,2780,249.0,257491.0,386.7976124349037,1,1075297.3625690325,0.004170597615038216,76.92250241176487,0.015827338129496403,0.0023855996530036867,-3.7537568360347864,692220.0,98.07001931872442,-5.459946589074493
Overseas Emporium (Private) Limited,059108,Authorised Retailer,OUTRAM,CENTRAL REGION,commercial,18340,1,0,1.28413397178419,103.842519972666,79403,193374,83344,46958,84855,24,0.34,386732,798267,149389,267658,228903,67,0.3458,1325682,1224779,201490,649865,762011,187,0.5183,9.5,10,52,62,1514,4124,2669,67.0,798267.0,494.19662701054915,1,1319010.7974911558,0.005115853044671734,94.35679355592546,0.023229674035219184,0.0033615267837779224,-3.3310326603468017,178823.0,25.33468415335046,7.28446537516466
PFG Framing & Trading,640960,Authorised Retailer,JURONG WEST,WEST REGION,residential,262730,1,0,1.34138531163603,103.691459639611,494287,0,30125,71758,65460,99,0.9713,1211432,118298,40280,179533,110616,275,0.899,2031681,853034,40280,2073480,224124,424,0.7015,11.0,22,95,117,1917,4177,2266,275.0,118298.0,338.30777369237853,0,766605.4151869297,0.002973319592838428,54.83990657031197,0.05163283318623124,0.006343526350032531,8.39389061590512,623150.0,88.28455193213591,3.0561399545775547
Papillon Florist Pte Ltd,160133,Authorised Retailer,BUKIT MERAH,CENTRAL REGION,residential,151250,1,0,1.27955093259631,103.82740093837,442768,64064,6898,28220,23044,87,0.8686,1670224,240394,39712,359391,104228,260,0.8666,2543038,444091,108302,716395,1050060,404,0.839,12.0,8,25,33,1340,4150,2843,260.0,240394.0,388.6480663156236,0,1104926.452535318,0.004285515605401287,79.04204982602134,0.01160745691171298,0.0017891997397527651,-5.178757237849039,739180.0,104.72306041434041,-7.008702888152201
Pinthely Floral Centre,199588,,KALLANG,CENTRAL REGION,mixed,101290,1,0,1.30274220636743,103.86510408137,72321,76836,48737,27954,97769,26,0.4886,400035,387179,67042,117717,263989,55,0.5075,838926,1560814,162032,180224,1206729,107,0.3591,0.0,11,35,46,1230,3756,2953,55.0,387179.0,262.2008022996283,1,774278.9691908024,0.0030030818773389293,55.38884214563921,0.015577378936674569,0.002494036000867491,-1.2615396183664578,162415.0,23.01008665980559,4.7926775091657
Poon Long Heng,760716,,YISHUN,NORTH REGION,residential,221610,1,0,1.42621096565013,103.827704108295,429075,2044,0,100883,7906,36,0.9953,922721,8839,91239,156160,131245,170,0.9468,2500977,58961,209733,379100,314986,336,0.9408,0.0,5,21,26,1784,3153,2399,170.0,8839.0,174.73023560556337,1,419177.8352177465,0.00162580337373773,29.986317425218694,0.010837849103793247,0.0014096725222294514,-0.7279646845093287,407830.0,57.77916844176039,-4.180775865683529
Precise Optics,179098,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,1,0,1.29222075807721,103.850612609298,0,161545,0,138144,366207,0,0.0,64716,881544,134627,345894,522683,14,0.1221,673528,1575003,293754,494144,733023,49,0.3227,0.0,9,45,54,1434,3732,2749,14.0,881544.0,485.76273522691974,1,1335361.7591388023,0.005179271113035943,95.52647640883492,0.019643506729719897,0.0029277813923227064,-4.248769812240123,38486.0,5.45249019603656,20.790719131661128
Premier Security Co-operative Ltd,560555,Authorised Retailer,SERANGOON,NORTH-EAST REGION,residential,116900,2,1,1.37119666371478,103.85702400572,494395,41380,71543,32540,33841,81,0.873,1596543,427319,97734,313710,142898,170,0.7756,3116890,900314,236955,859157,476269,286,0.7605,0.0,5,25,30,1775,4021,2408,170.0,427319.0,398.6819265452798,1,960026.0791210338,0.0037235118538660327,68.67645263270511,0.012458471760797342,0.0016265452179570592,-4.6670527222793,409360.0,57.995930641000015,-3.67617475203395
Prime Admiralty Place,731678,Authorised Retailer,MANDAI,NORTH REGION,residential,2090,1,0,1.44054545356313,103.801759723219,568369,0,22793,36909,39948,133,0.9807,1560765,269569,52723,247489,143250,382,0.8428,2310973,1288954,79474,356149,252658,556,0.6389,11.0,2,15,17,3843,4180,340,382.0,269569.0,526.2612152908823,0,178928.8131989,0.0006939848525305422,12.799856620073319,0.05,0.0009217089568423336,1.1739823393285478,129880.0,18.400702246563128,-0.32653416383582434
Prime Bidadari,340106,,TOA PAYOH,CENTRAL REGION,residential,121850,1,0,1.33369947750043,103.870796085779,446017,0,36968,94653,17210,56,0.9617,1020296,294941,64690,372109,150028,123,0.7628,2895880,924346,70513,799691,252655,292,0.7534,0.0,0,1,1,3952,3952,231,123.0,294941.0,280.8391695599572,1,64873.848168350116,0.00025161664658310056,4.640817429578707,0.004329004329004329,5.421817393190197e-05,-1.6900581972041775,28413.0,4.025401547055729,-1.507920411891192
Prime Buangkok Square,530991,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,1,0,1.38433426615655,103.881623070164,208420,0,28621,119248,32984,52,0.9396,1247079,162464,45146,465893,107765,246,0.8728,3448681,390177,118886,759366,403083,688,0.8864,12.0,1,10,11,3705,4120,478,246.0,162464.0,332.9434322233562,1,159146.96060276424,0.0006172598924121871,11.38474145565038,0.02301255230125523,0.0005963999132509217,-0.114026921031168,117588.0,16.659237571364837,-1.3865334934308302
Prime Century Square,529509,,TAMPINES,EAST REGION,residential,259900,2,1,1.35236829566862,103.943812302253,294345,169877,35313,38160,116828,62,0.6246,1562713,169877,87048,292128,312584,314,0.8827,3572521,347428,251320,788656,570589,754,0.8866,0.0,0,15,15,3378,3892,805,314.0,169877.0,404.91053670848356,1,325952.9820503293,0.0012642258568419257,23.317381703592478,0.018633540372670808,0.0008132726089785296,-1.7224504670435197,252770.0,35.81109875934525,-3.4776525282161606
Prime Chai Chee Road,461025,Authorised Retailer,BEDOK,EAST REGION,residential,276990,1,0,1.32328959946584,103.924149636877,417883,107127,37039,51592,19369,53,0.7764,1646955,471615,222520,151374,79759,131,0.751,4057081,616593,282828,332112,353626,306,0.8471,11.0,8,29,37,2015,4160,2168,131.0,471615.0,383.3871552345019,0,831183.3525484002,0.0032237885337278328,59.459555716076146,0.017066420664206643,0.002006072435480373,-2.9126636181368593,284008.0,40.23673116447413,-0.5102644165308097
Prime Compassvale Street,540263,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,1,0,1.39484816528775,103.896042268385,363063,17465,27086,166459,41593,97,0.9239,1805123,17465,36764,379365,123511,426,0.9807,3659614,50604,141897,645552,436908,914,0.9684,12.0,8,40,48,1915,4178,2268,426.0,17465.0,435.3464831826184,0,987365.8238581785,0.003829550497840824,70.63222938217615,0.021164021164021163,0.002602472348731295,-2.6929350505802665,966168.0,136.88150360453807,-7.596945474471602
Prime Hougang,531159,,SERANGOON,NORTH-EAST REGION,residential,116900,1,0,1.35209060355776,103.879314590828,418384,0,23236,36456,3099,23,0.9737,1912220,19983,121062,170015,157902,123,0.9608,3813812,196559,213136,569389,251169,294,0.9282,0.0,1,4,5,3077,3738,1106,123.0,19983.0,133.69400363230824,1,147865.5680173329,0.0005735044154167814,10.577715437947116,0.0045207956600361665,0.00027109086965950986,-1.714985348356707,136038.0,19.273134679842585,-3.251196252275077
Prime Joo Seng,360001,Authorised Retailer,GEYLANG,CENTRAL REGION,mixed,110110,1,0,1.33429242412799,103.878746207181,306695,97146,0,321240,15221,23,0.7594,1135817,620053,25441,468670,169883,110,0.6448,2453702,1487438,73172,741311,255406,255,0.6204,11.0,2,5,7,3771,4124,412,110.0,620053.0,441.8245025383387,1,182031.69504579555,0.0007060195436595992,13.021824463257648,0.01699029126213592,0.0003795272175233138,-1.6687534374119357,45320.0,6.420694685973522,0.22862120150542303
Prime Keat Hong,680253,Authorised Retailer,CHOA CHU KANG,WEST REGION,residential,192070,1,0,1.37743962648904,103.744383226772,646914,16632,0,46469,42050,119,0.9749,1734389,45591,90395,411247,155731,329,0.9515,2831800,45591,96779,635394,658271,424,0.9684,11.0,5,24,29,2723,4179,1460,329.0,45591.0,353.39825449635015,0,515961.45156467124,0.0020011837415895525,36.90983292987771,0.01986301369863014,0.0015723270440251573,-1.3019558903971753,480340.0,68.05199659003797,-4.733940629371801
Prime Punggol Field,820108,Authorised Retailer,PUNGGOL,NORTH-EAST REGION,residential,174450,1,0,1.39649861628108,103.908866307025,544185,0,0,75622,38424,148,1.0,1847169,21180,49128,310550,149155,494,0.9761,3501639,25687,138148,516789,549866,829,0.9741,12.0,11,60,71,2154,4117,2029,494.0,21180.0,505.3345842432212,1,1025323.8714294957,0.003976772790188147,73.34759734223017,0.03499260719566289,0.0038494903491650403,-0.27411365031751606,1002326.0,142.00417523859434,-5.958450424366731
Prime Serangoon North,552542,,SERANGOON,NORTH-EAST REGION,residential,116900,1,0,1.37368393003779,103.871416978631,319018,287433,40928,46266,13319,72,0.5244,1290369,670043,62925,171659,214707,168,0.6533,3512921,978145,62925,510807,389253,305,0.7783,12.29,1,14,15,2924,3742,1259,168.0,670043.0,526.5769041586705,1,662960.3223357662,0.002571326625960183,47.425548289209615,0.011914217633042097,0.0008132726089785296,-4.708484532983686,211512.0,29.965886461156913,-2.7339393838721433
Prime Woodlands,730678,,MANDAI,NORTH REGION,residential,2090,1,0,1.43998366608733,103.801293104268,464199,0,22793,66177,39948,130,0.9766,1646362,227595,52723,247489,143250,392,0.8682,2444193,1175840,79474,373519,245586,572,0.6714,0.0,7,45,52,2147,3454,2036,392.0,227595.0,513.7986166589199,1,1046093.9835175609,0.004057330766943157,74.83340866549959,0.025540275049115914,0.0028193450444589027,-2.639508018660744,798112.0,113.0722303003464,-5.743356850816165
Prime Yishun Avenue 6,760461,Authorised Retailer,SIMPANG,NORTH REGION,residential,,1,0,1.42841338853064,103.84997365333,432524,0,0,72427,29986,104,1.0,1255538,4918,51124,157432,257399,247,0.9768,2008284,115959,98706,315150,383506,390,0.9256,11.0,3,3,6,3505,4155,678,247.0,4918.0,249.6318926018962,0,169250.4231840856,0.0006564467056715581,12.107503039406216,0.008849557522123894,0.00032530904359141186,-1.7552395593139076,167466.0,23.72568526657638,-3.6390971631593967
Rangoon Betting Centre - Lottery Lobby (Public),210677,Betting Centre,KALLANG,CENTRAL REGION,residential,101290,2,1,1.31252896906352,103.855137853723,294353,136148,2995,33255,32769,20,0.6825,1211116,468901,49232,247962,154716,132,0.7146,2281802,1179582,212711,629417,343618,253,0.65,8.0,1,8,9,2259,4152,1924,132.0,468901.0,382.93474439238184,0,736766.4482109427,0.002857587583408091,52.70534538837883,0.004677754677754678,0.00048796356538711777,-6.020148785771193,253968.0,35.98082497809627,-4.4980022293948805
Rangoon Provision Shop,210681,Authorised Retailer,KALLANG,CENTRAL REGION,residential,101290,1,0,1.3137206738217,103.855272733514,303413,93069,2995,21327,77370,18,0.7633,1327401,442329,58398,218136,145829,149,0.7421,2412710,1107984,216794,629236,284744,283,0.6745,11.0,16,60,76,1700,4096,2483,149.0,442329.0,385.71460404720375,1,957729.361849207,0.0037146039146208243,68.51215460126649,0.030608135320177206,0.00412058121882455,0.9046343120226836,369967.0,52.414941546459964,3.2576873695818733
River Hong Bao,039805,,DOWNTOWN CORE,CENTRAL REGION,commercial,3190,1,0,1.28866180924693,103.858941046991,0,206242,0,48957,69930,0,0.0,0,536070,9588,127513,843762,0,0.0088,193215,1107498,51652,312585,1269482,14,0.162,0.0,1,2,3,3035,3239,1148,0.0,536070.0,286.8805748471941,1,329338.89992457884,0.001277358318152277,23.559596820000596,0.002613240418118467,0.00016265452179570593,-4.235753386693487,0.0,0.0,
S E Store,600352,Betting Centre,TENGAH,WEST REGION,residential,10,4,1,1.34492289474517,103.730400848037,363418,0,43091,65516,225945,41,0.947,899033,0,128848,206545,556787,143,0.9373,2854151,4879,181715,608707,1412485,446,0.9685,0.0,13,31,44,1365,3601,2818,143.0,0.0,143.0,1,402974.0,0.001562955943002711,28.827159412742002,0.015613910574875798,0.0023855996530036867,2.82595973803442,402974.0,57.09119638979465,-1.7325858612175116
STC Racecourse - Kranji 1,738078,,SUNGEI KADUT,NORTH REGION,mixed,750,2,1,1.41993788166264,103.767403498455,0,0,0,0,1229340,0,0.5,40405,17793,0,0,1382706,3,0.6943,447420,576992,40789,458013,1462290,44,0.4392,0.0,3,4,7,1590,3494,2593,3.0,17793.0,12.522014043419935,1,32469.58241458789,0.0001259349903509816,2.3227449620335046,0.002699575780948708,0.0003795272175233138,3.0689533579422226,7779.0,1.1020870247614303,5.6181122932319045
Seah Geok Eng Agency - Rivervale Plaza,540118,Authorised Retailer,SENGKANG,NORTH-EAST REGION,residential,249370,1,0,1.3849334568541,103.901558018707,334600,0,15351,63536,58944,111,0.9781,1504806,72745,37888,184815,140070,356,0.9432,3066605,821492,102230,450944,400808,735,0.7813,11.0,22,81,103,1196,4179,2987,356.0,72745.0,394.92985508843833,0,1179655.4771491652,0.004575356074352158,84.38786743535121,0.034482758620689655,0.005584471914985904,2.026077861518154,1063372.0,150.65284531361507,-3.882399013191775
Seah Geok Eng Agency - Upper Serangoon View,537476,Authorised Retailer,PAYA LEBAR,EAST REGION,mixed,40,1,0,1.37791506138102,103.903623796196,217103,147104,0,40279,25961,29,0.5961,880269,1145908,15351,151031,275024,153,0.4349,2165052,1639314,57893,255747,380277,478,0.5681,11.0,2,18,20,3367,4131,816,153.0,1145908.0,766.2384684127045,0,625250.5902247669,0.0024250674382410584,44.72794383091808,0.024509803921568627,0.0010843634786380394,-3.6974178934201714,124848.0,17.687795457952827,0.5497805814570988
Seah Koon Huat (Boon Tiong Rd),161011,,SINGAPORE RIVER,CENTRAL REGION,residential,3260,1,0,1.28636578139912,103.828789865335,517718,23978,5392,40244,5568,132,0.9512,1440718,261966,90059,221204,117711,266,0.8288,3349893,428966,183744,761466,332917,373,0.8686,0.0,2,11,13,3183,3795,1000,266.0,261966.0,406.1924313437052,1,406192.4313437052,0.001575438798958158,29.057393207984266,0.013,0.0007048362611147257,-2.978836846514159,266000.0,37.685454246887836,-4.021186779224515
Seah Koon Huat - Bukit Merah View,151116,Authorised Retailer,RIVER VALLEY,CENTRAL REGION,residential,10070,1,0,1.28513427067055,103.821532226321,361396,94923,67739,37985,63730,60,0.7542,1470278,205181,95317,255412,159693,256,0.8572,3060644,592252,174454,622892,699780,453,0.8225,11.0,27,54,81,1286,4134,2897,256.0,205181.0,365.8036510674392,0,1059733.1771423714,0.004110231099802504,75.80910240475738,0.027959958577839145,0.00439167208848406,0.5961860145375004,741632.0,105.0704466316839,-2.3482474510161597
Seng Yeok Chan Agency,560338,Authorised Retailer,BISHAN,CENTRAL REGION,residential,87320,1,0,1.36389570157547,103.848986957428,359052,0,31067,42788,344621,60,0.9602,1532926,159702,235311,201524,395661,291,0.8561,3073617,413302,291618,547485,884317,461,0.852,11.0,12,57,69,1329,4178,2854,291.0,159702.0,376.465333938192,0,1074432.0630595998,0.00416724150518809,76.86060232168913,0.024176594253679046,0.003741054001301236,-0.8966107334126339,830514.0,117.66277198646542,-4.486186315695796
Serangoon Avenue 3 Betting Centre - Lottery Lobby (Public),550267,Betting Centre,SERANGOON,NORTH-EAST REGION,residential,116900,2,1,1.35319405066769,103.870920824793,389614,19983,83592,11685,24761,80,0.8747,1930560,19983,107199,233515,112848,144,0.9642,4431128,81356,110969,470691,230817,204,0.9704,8.0,2,5,7,1565,3948,2618,144.0,19983.0,154.69400363230824,1,404988.901509383,0.001570770844928531,28.971297463861827,0.00267379679144385,0.0003795272175233138,-4.081988071618043,376992.0,53.41020589264187,-6.350404203566003
Shell Station Geylang Road,389266,Authorised Retailer,KALLANG,CENTRAL REGION,mixed,101290,1,0,1.31198237882226,103.875582544247,170947,202517,1965,54938,32003,27,0.458,825668,512676,5373,76567,596778,78,0.6165,1922972,1188432,9223,268710,763817,210,0.6177,11.0,1,0,1,4160,4160,23,78.0,512676.0,352.36115729356254,0,8104.306617751939,3.1432981264626486e-05,0.5797499064447709,0.043478260869565216,5.421817393190197e-05,0.5519344156641985,1794.0,0.25416430420645403,1.4794009274882085
Shell Station Tuas South Avenue 5,637365,Authorised Retailer,TUAS,WEST REGION,commercial,70,1,0,1.28941779146838,103.625751502111,0,445616,0,4011,0,0,0.0,0,1983181,0,4011,0,0,0.0,0,4007506,0,4011,0,0,0.0,11.0,0,4,4,4034,4160,149,0.0,1983181.0,1061.3093538269875,0,158135.09372022114,0.0006133353132641568,11.312356517844108,0.026845637583892617,0.00021687269572760788,-2.1741065056839584,0.0,0.0,
Sheng Moh Fruits & Provision Store,128632,Authorised Retailer,CLEMENTI,WEST REGION,residential,91990,1,0,1.30836839456285,103.762107951222,384404,62367,0,69586,102463,32,0.8604,1167720,545622,143280,247831,183926,140,0.6675,2277114,1170351,178865,646229,586297,216,0.6526,11.0,13,39,52,1385,4177,2798,140.0,545622.0,431.9923760129754,0,1208714.6680843052,0.004688063681222397,86.46664653646589,0.01858470335954253,0.0028193450444589027,-3.7065914739917183,391720.0,55.49678999094324,-0.4693919297884115
Sheng Siong Canberra Street,750105,Authorised Retailer,SEMBAWANG,NORTH REGION,residential,102640,1,0,1.44885564679911,103.832409172149,312941,0,0,73723,12306,68,1.0,1850849,215053,28599,89319,176959,128,0.8905,2989654,407478,70829,191266,396933,247,0.8723,11.0,0,4,4,4019,4180,164,128.0,215053.0,243.0867018535147,0,39866.219103976415,0.00015462323642122854,2.8518709725531393,0.024390243902439025,0.00021687269572760788,0.6798698165323874,20992.0,2.974034043423569,0.5949219360139539
